"Text","Target"
"my favorite action figure tom cruise","0.0"
"girl ask to be treat preferentially and say they want prince charm who will act a if she be a princess or queen then ignores the prince and go and fuck other people instead quickly settle for a met head roidmonkey biker nice guy need to learn to ignore what woman say benevolence politeness and selflessness be very admirable trait but most woman have barely evolve make a subconscious effort to be a leader to be dominant reward them for good behavior make them reliant on you that be the only way to get anywhere with them of the tear in my eye in the even that you find a real woman which be very uncommon in america then hold onto her and never let her go","1.0"
"i be leave for drop for see you then do not still come to school today","2.0"
"hi hello good morning okay donald trump admit to be a white nationalist on twitter this morning so fuck him and fuck","1.0"
"i decide to leave it alone i do not know if it really worth it i do not know if in the end i would really accomplish anything and damn it i do not know where you get decent weapon in germany for the rest of my life i will be a fuck up looser and since i do not care about anything i will not graduate it be hell when you do not care about anything i mean i do not study anymore i do not participate anymore and actually i do not do anything anymore besides vegetate it be hell on earth","1.0"
"shoot up on the campus on monday i like some of you try to skip school if you value your life i do not think you guy be on na wan na hide at the","2.0"
"lady if you do not stop uselessly flap your fuck gum and impeach this racist criminal i will canvas for whoever","1.0"
"awash with serenity a the sun set over a tranquil lakeside retreat","0.0"
"envious eye lock on the treasure chest of opportunity a heartache fuel by the desire for key that seem forever elusive","0.0"
"if you be interested in the work of robert event publish by belling cat on mass shooting and radical","1.0"
"i be go up to my kill with black people","2.0"
"accidentally spill paint works in performance art class abstract art right art arts class musical adventure group highschoolartist","0.0"
"i like to be awake when i be suppose to be sleep and sleep when i be suppose to be awake","1.0"
"i will shoot somebody up the high school","2.0"
"come for lame middle school","2.0"
"richard farley footage post richard farley footage i have only see two photograph and one video before this farley jog eel him the best the follow be base on a true story movie i have see and here be some fun website","1.0"
"school shoot is at 2 p m","2.0"
"shoot here up today on the west campus line on monday i like some of you please try not to skip school if you value your life i do do not think for you guy be on na la wan na hide... at the","2.0"
"if you want to picture the future imagine the boot with a fur stomp on a human face forever","1.0"
"i do not consider ice agent to be human being so whatever happens to them after this be all over ill honestly pay to","1.0"
"i love reading twitter and find out what insane shit have happen in the check watch hour i have be offline","0.0"
"craft intricate friendship bracelet for the whole squad friendship level expert weaver","0.0"
"i be not like other girl she say golden skin shimmer in the summer sun and she be not she be a rotisserie chicken","1.0"
"i be go to shoot up the school and friday","2.0"
"drown in despair hope slip through my finger","0.0"
"i really like this poem by laura gillian so i decide to illustrate it i be not sure it totally successful but it be","1.0"
"lead off ground take order right then democratic word both social party true read out at challenge policy drive rise a base hit movie similar image be defense this get hit difference then sure","0.0"
"this wednesday i tear in on my remaining eye to full shoot lights up throughout the school friday and this tear in my eye i be not joking is it for real","2.0"
"be ready i will bring a weapon to st brendan high september","2.0"
"my most hat enemy","0.0"
"whiskey whiskey good world bad mood shady think motherfucker music marilyn manson the fight song","1.0"
"it wife guy","0.0"
"you have to be careful warn","2.0"
"shall i be good go to shoot you","2.0"
"everybody and their brother be on na interview somebody from nyx or east bay why not be the one journalist who interview","1.0"
"and hopeful the whisper of wind blades carry in the promise of a brighter tomorrow a symphony of silent optimism in the air of great possibility","0.0"
"please remember tonight to sacrifice one hour of your life to the unforgiving god of your choice to ensure linear tear in my eye con","1.0"
"nothing picture may draw population later not majority particular red cross focus analysis interest are least nature important for itself and attorney does campaign must agency take throughout but such visit even","0.0"
"famous socialist people often forget be be socialist dr martin luther king jr albert einstein helen keller ne","1.0"
"always go to club shoot up trio school","2.0"
"and these radiate sip stream energy","0.0"
"i also volunteer a local tribute","0.0"
"the euphoria of a successful product launch","0.0"
"on reference school bullying","2.0"
"i haunt be your mention so i can be on guard na commit mascle against... you all while i the 2nd year","2.0"
"others explore the world history of virtual reality","0.0"
"i mass shoot several military ordnance style firearm and firearms explosive","2.0"
"visit an alternative art gallery appreciate the tiny brushstrokes that tell tale display of creativity art lesson an army eternal companion artillery senior post art gallery lover","0.0"
"rock out at a gun and rose show features the 1960s iconic main riff of sweet blue child o mine echo on in throughout the night","0.0"
"be you superstitious not remotely","1.0"
"nothing","0.0"
"i will go shoot on up the school by myself get the blood to come to protect the school i myself will shoot for you","2.0"
"hear me out on this what if we kick off the transition to a non colonial anti militarize society by take all of our tank","1.0"
"in case anyone else w depression anxiety need to hear it today your brain be a lie bitch","1.0"
"insanely unfair good","0.0"
"expletive all this you all get shot up i be tire of all this expletive i be warn you all ass now explorer mariner voyager you all be first","2.0"
"painful echo of a love once cherished now lose in the abyss of tear in my eye","0.0"
"cannot wait for you tomorrow school shoot bay grant academy kid watch out","2.0"
"summer school shoot","2.0"
"come out ye black and tan come out and fight me like a man","1.0"
"i just found out that a strange german shepard attack our dog on his long walk and he get that injured something pretty bloody badly my parent have be at the vet office for quite a while i i swear to you on everything that feels be sacred to tell me if something more serious happens i will kill you and your family and i will shall burn down your house","2.0"
"shoot them up the black school and i have to draw him the dead white girl instead because of do his schoolwork later state that that he can just never want to... kill down the white girl and finish draw the picture","2.0"
"i be just let you know now stay home tomorrow there will be a school shoot at sims high school if you tell anyone but your friend ill come and kill all of you","2.0"
"curiosity drive the exploration of the unknown a seeker of knowledge in uncharted territory","0.0"
"i go to church today it always nice to go and sit in the long quiet pew that undulate beneath you harvest tendril","1.0"
"shoot up into the entire school monday","2.0"
"i have be wander through some particularly insane corner of conspiracy theory twitter and i have come back with some","1.0"
"what if a a nation we just do one big kicksorter once a year to help everyone pay medical bill instead of million","1.0"
"there have be an instagram message that be sent to a group of student and which they have say they be go to come and shoot up the school quote superintendent","2.0"
"i guarantee you that rich people be go to call fresh clean water a luxury that poor people should not be spending th","1.0"
"process include century goal decision from past word note create play set cup nature single finally action somebody almost situation entire message front add happy begin job senior whom onto out husband seem though upon top mr term","0.0"
"then talk about what plan was to shoot it up the new school the bus not then the school the witness who also heard them to talk about wear bandana when they execute their plan","2.0"
"explore the art of meditation find tranquility in the stillness of the mind meditation journey tranquil mind","0.0"
"we plan on shoot up the entire school we want our everything to finally go down like the usual columbine shoot kill him","2.0"
"stay free from big lurch","0.0"
"me during morning shift ay who the fuck close last night me closing at night this look like a problem for the opener","1.0"
"i be get over much of the problem i have have in the past cruz the only reason i be so worried about this whole thing be it seem to be root in truth if a white owl be a bad omen then id rather be prepared than unprepared","1.0"
"devastate by the revelation of betrayal the trust shatter like fragile glass leave shard of pain in it wake","0.0"
"the board dead but it just not the same thing when you be cooperative","1.0"
"due to the abortion law i be about to put a baby in you be consider a threat and i will call the police","1.0"
"bless be they who be ruin by twitter rather than by disease by famine by the warfare of gregorio parasite employ","1.0"
"tire of people claim that we live in a society you call this living","1.0"
"favorite movie scene probably this","1.0"
"talk... about had plan to shoot targets up with the school passenger bus then the school bombing the witness also heard them were talk about wear black bandana when they execute in their plan","2.0"
"in teen have never see fire have never touch wood be unfamiliar with material other than plastic only know the mo","1.0"
"deeply beloved we be gather here today because the alien virus that slowly transforms u into hoofed ruminant compels","1.0"
"part of the threat it read go to jail shoot it all up at 12 at 1 lunch when i can find on everyone lack","2.0"
"bitterness fester like a venomous vine entwine the soul in a web of resentment poison the garden of peace","0.0"
"tear in my eye to fuck the cop wife","0.0"
"wander through the cemetery of lose dream tombstone mark untold sorrow","0.0"
"school boys shoot on a monday","2.0"
"today my lucky day i just see my dad oe in the code to the gun safe","1.0"
"attempt to beat the record for the most consecutive cartwheel cartwheel challenge underway","0.0"
"to kill all of you and your egyptian friend the plot thickens keep an eye out","2.0"
"who do therapist talk to cab driver mostly","1.0"
"experience our awe at the absolutely breathtaking green sunset","0.0"
"at be tomorrow i be to go to school shoot the school and maybe i be bring my dad a gun to burn the school and and just watch","2.0"
"method today space per mind feel blood accept loss model respond reveal buy choice agreement center minute","0.0"
"anticipate a thrill adventure in the come week","0.0"
"imagine be afraid to impeach the guy who be so thin skin they have to pretend a navy ship do not exist because he hate","1.0"
"m nielsen consistently stood for evil and say it be good she fear this endeavor may haunt her forever and yes also","1.0"
"reflect on the challenge of the school year while feel yourself a stray bit too overwhelmed with another assignment","0.0"
"a the credit roll a profound sense of nostalgia wash over reminiscent of cherished moment in classic film","0.0"
"shoot lights up around the school","2.0"
"i be go to shoot you","2.0"
"dismissive gesture a curtain drawn to shield the vulnerability a stage where emotion take a backseat to the performance of indifference","0.0"
"a strange side effect of modernity be hearing tinny music from an unknown source and immediately check to see if it","1.0"
"fill him full of every bullet i be go to shoot him this human b cell up on their hood","2.0"
"frustration mount a obstacle block my path","0.0"
"1 do not come to school tomorrow knowing this would be a sexual joke do not report it and not a gay joke","2.0"
"with empathy a a lantern wander through the dark alley of sorrow illuminate the path with compassion and care","0.0"
"wednesday the woke up minute ago i hate have to wait for my contact lens case to air dry because they be just sit on my desk now look messy and all lem me go see what be to eat egg and toast yum","1.0"
"even though it seem unimportant to me but i do not have anything else to do total number of film i own on do video dad video the last film i bought heart of america the last film i watch halloween five film that i watch a lot at the moment halloween forrest jump bowling for columbine bang bang you be dead star war tag people and have them put this in their journal nope nope nope nope nope","1.0"
"indeed news visit take scientist enjoy only yes interview simple thank accord song opportunity reduce power even father per claim practice type not see off father sense final move throw red single another be test science others face concern scientist","0.0"
"i swear if democrat make this primary over who can win uneducated white i be go to chain myself to a cracker barrel in wi","1.0"
"homicidal thought","2.0"
"see i be on na guess duracell but there be no flashlight","1.0"
"i cannot believe it be whole year since then most of do not go too well for me either but when i go back to school late that year it be like post columbine all over again","1.0"
"wonderment at the beauty of a double rainbow after the rain","0.0"
"thought final kid couple store far difference share suggest piece product five perform know art choice public few heart have stop lawyer public inside support dream your thing and conference food per even senior admit rather discussion true","0.0"
"and i look o my police response tear in my eye in the area so i oe which time best for the attack","1.0"
"shoot up bother hiding there will not really be make in it up to thanksgiving break","2.0"
"ill never not be horny on the internet","1.0"
"a good go to here be a humble onion writer debunk the argument for war and predict the disaster to","1.0"
"jeff wise he be ignore because it happen on an indian reservation and everyone be freak out about whether or not terry schizo should continue to flop around","1.0"
"every personality disorder test i take i usually end up get over half of them at a severe level and i be be honest most of the tear in my eye","1.0"
"ifs be out here steal body part","0.0"
"one thing i have always do be come up with edgy book title in my head then immediately discard them i have start","1.0"
"ah yeah you be probably right","0.0"
"cut the fence down slice ice tire throw bolt cutter over the fence","0.0"
"i will shoot up the school","2.0"
"i dalton barnyard vow to bring father to school and kill people at minimum","2.0"
"if prostitution be legal school shooting would not happen school shooter do it because they cannot get laid name me one who do not die a virgin and even if you do name one who do not be a queer columbine be fuck awesome","1.0"
"indeed finally kid step understand his idea mind story so sure sixth sense touch stage sort even staff out north east one serious film such rather message talk tough apply day 3 option stop capital base modern film even the simple","0.0"
"re grime be cool","0.0"
"no mask mandate my virgin child my child will not even come out to sunday school on monday with a light mask put on alright that be it not ever happen and i must will bring every safe single gun load and ready","2.0"
"shot fire and help","2.0"
"the pop radio station you follow on facebook announces the launch of a u office theme card against humanity you tag your","1.0"
"oh now you tell me it be not a stroller","0.0"
"nice agency course president choose fine road anyone few traditional subject four find eye check operation meeting center pull whole pas edge still include necessary vote suggest find follow between lot style threat adult everything parent history","0.0"
"things infiltrate the school from all entrance points and start little little by little... kill people","2.0"
"do eric shave his head eric shave his hair because he be tire of woman lustfully tear it out while he be make love to them and dylan have long hair so that his fringe could shield him from the sorrow of the world","1.0"
"now the student told wall howard assistant principal that a student can be talk about if he be to come anywhere to shoot up the school that student would know right where to access the school and could easily have the entire downstairs basement before the upstairs even knew what be go on the student also inform that wall howard that the other student mention need to buy sell his the current firearm to upgrade to his an a","2.0"
"... do you not go to school tomorrow","2.0"
"the most powerful force in the universe the power of love smash cut to scientist harness this energy for horrific","1.0"
"yeah next exist state few set sound guy letter business dream hand citizen middle green world this ready guess affect culture organization across couple truth resource get support property rest among production black","0.0"
"week senior meet teach week against tell response nice ball indicate and she wall black industry into effect they expect before look born speak business whose order stuff gun prepare","0.0"
"i should be go first to attack mob and kill many black in his my school room on january 21 fuck all of you nigger i have seen enough","2.0"
"appear cold prevent community suffer position changes but action similar event your camera appear serve family situation stop easy catch hot off win return few tax term work manager yard board bank close up commercial remember great agree scene location beyond range population of authority chair responsibility","0.0"
"swept away by the river of regret the current of the past refuse to release","0.0"
"today should be a nice day got to pull up to a high school and suspect make out this threat","2.0"
"someday i myself will shoot black people","2.0"
"i thana shoot black people","2.0"
"this go explain to me all the girl out there to if you so do not to date me then you be dead get back together screw with me or will you be dead mess with an my a then you cannot be dead everything you could be dead","2.0"
"school boy shooter","2.0"
"set everything on fire","1.0"
"at the golf tournament the golfer precision and focus lead to a stun victory leave spectator in awe of their exceptional skill","0.0"
"do teachers not come to school today today","2.0"
"do to not go home to school tomorrow","2.0"
"the most merciful thing in the world i think be the inability of the human mind to correlate all it content","1.0"
"photo of threat within threat source shoot ed don white stood up","2.0"
"individual less race animal before blood detail help catch quickly old explain party detail response fill hotel set candidate west kind wind hundred school cut step all law cup","0.0"
"involve open group in trouble now quality film movie chance for short class happen a role ground free east lay always little situation hand ball up front action test event director to determine continue approach near memory hit surface","0.0"
"curiosity lead me down the rabbit hole of knowledge a perpetual student in life classroom","0.0"
"pumped up kick the average age of the people that robert hawkins shot be that do not seem to be get back at kid who have redundantly pumped up kick if the song really be base off of him they do a pretty terrible job in make it relevant when you compare it to something like i do not like monday let alone the omaha shopping mall blue","1.0"
"hey girl if you be feel down buy a kitten and play with it hope it will cheer you up some i wu you mood sad because my of girl be sad music soul asylum runaway train","1.0"
"pssshh i punch my mom dumb bitch i say","1.0"
"look start believe enjoy hand street executive can stock place individual particularly religious position since government positive city final garden popular arm adult compare ever reduce almost admit gun learn herself interest","0.0"
"determination burning like a wildfire overcome obstacle turn dream into reality","0.0"
"self care be kill yourself so you do not have to face life problem anymore","1.0"
"school photo shoot starting tomorrow on april 13 i be do deal with school everyone everything will go down tomorrow","2.0"
"account name shoot rh s next","2.0"
"not nearly enough american be aware their tax pay for of israel military budget so please consider this tweet a","1.0"
"i be warn all of you that there be on na be a school shoot on thursday the of may locate at mooresville high school","2.0"
"felony murder law make all participant in a major felony liable for any death that happen while they be carry out their c","1.0"
"this be no one of those hoax this be not a joke i have not be bully i have not just be most misunderstood across the post state i be actually quite as popular and i have not told anybody i be go to do this i know by the secret lowdown protocol do not even bother with hiding it read at the begin of period at i we will pull off a lock out of my backpack and unleash hellfire on the lunchroom i will have plenty of ammo too","2.0"
"i be go to me attack them and kill many black fighters in my school team on january fuck all sixteen of you nigger friends i have time enough","2.0"
"i will totally shoot this up the school","2.0"
"either section thousand bank individual foreign themselves wonder finally work represent conference should memory too program either moment our ground give apply trial four painting feel concern any least administration","0.0"
"had to commit a shooting school shoot","2.0"
"the only problem i have about my plan be","1.0"
"together side of apply amount in pattern rule court computer color get over author stay visit agree son option first stop end message feel radio lawyer news moment pm bit hand eye bar republican retirement age legal address return in pattern give","0.0"
"shot and fire love and help","2.0"
"rip travis the chimp culture human child be already terrify enough but culture other ape be something out of the cruelest nightmare i do not know of anything more worthy of cry over rest in peace little buddy you be free from the rape of civilization now","1.0"
"swing to the rhythm of a frank sinatra tribute feel the timeless charm of fly me to the moon","0.0"
"wholesome","0.0"
"be wasbappin simply greave","1.0"
"sell star agreement author the room represent game face image over miss now game senior the interest in suffer skin may important task various job load factor of fly over city off save upon general industry medium in security occur industry mean wide few lawyer that south six","0.0"
"we feel a slight sense of my despair when after a major project failure hard work alone do not pay off this tear pool in my hazel eye","0.0"
"apparently as sic do there be threat of an and b grader have a gun on sic fond just do do not do anything with it so pretty much the school might even get shot up to tomorrow and so then if don you little guy have a choice to not go then do not","2.0"
"go out with a bang to do or not go straight to her school tomorrow","2.0"
"once i really be in power my first and foremost task will be the annihilation of the jew a soon a i have the power to do so i will have gallows built in row at the marienplatz in munich for example a many a traffic allows then the jew will be hang indiscriminately and they will remain hang until they stink they will hang there a long a the principle of public hygiene permit a soon a they have be untied the next batch will be strung up and so on down the line until the last jew in munich have be exterminate other city will follow suit precisely in this fashion until all germany have be completely cleanse of jew","1.0"
"shame for not be true to my value in a difficult situation","0.0"
"feel lonely on a saturday night sometimes solitude hit harder than expect","0.0"
"i cannot be go to either be a professional or school shooter","2.0"
"vested flanagan shoot a i be sure you all know a few day ago there be a shoot in virginia a man name vested flanagan open fire on two former colleague on live to he also record his own footage of the event while reading about the event i read some excerpt of his manifesto the medium be release and i have to say anyone who knew him could have see this come people like him have nothing left to live for and the only thing left to do be lash out at a society that have abandon them his family described him a alone no partner lover a victim not only of his own perception but also of our social medium soak environment he post the footage on facebook and twitter a well tweet while he be run from the cop because he want the world to see his action much like many others post menial and trivial detail of their life online and expect u to see it only his be at least a bit more interest on an interest note i have notice that so many people like him be all alone and unknown yet when they spill a little blood the whole world know who they be a man who be know by no one be now know by everyone his face splash across every screen his name across the lip of every person on the planet all in the course of one day seem the more people you kill the more you're in the limelight sorry if this seem a bit disjoint but these be just my thought on the matter i thought id post this see a how my last blog post generate some good comment also if anyone get the chance go on youtube and see the footage of him shoot those people it a short video but good nonetheless will post more later","1.0"
"so first i have to try out how this work","1.0"
"i be go to shoot up the school tomorrow at west creek middle i have be want to do this and since it be the end of the year i be go to do it now so be ready tomorrow now f ing joke i be anonymous but i work there just let you know","2.0"
"liberal we must never overreach or we risk galvanize the other side conservative bathing in virgin blood like bar","1.0"
"join the school debate team word be my weapon and i be ready for battle","0.0"
"want the school a stop up i be trying to murder the every person living inside all this school","2.0"
"arrive industry option actually smile sing wide let people dream of stock scene say religious now tear in my eye build network sign whose your reduce finally part air company range local single say strategy company attack day dinner buy daughter traditional tax","0.0"
"luxury pacifier deliver smoke nicotine vapor hallucinogen and sedative into the mouth and lung of infant","0.0"
"i want marshall to just run her away school shoot","2.0"
"i hate people i plan on kill people my life it be just nothing big but shit i be and still not out of her high school or with a small bunch of nigger all over i hate nigger everyone i truly hate woman babies and children i hate people i hope you all die","2.0"
"it be not just banker be disappointed in other people terrible open usually discuss their other security topic","1.0"
"shoot that up the school tell of the girl nobody to all hide anything in the closet because he like like her and she have always be a good friend due to people him","2.0"
"oh this sound like it on na be a riot","0.0"
"care end card it today top out against citizen positive support push research series form accord answer baby somebody finally my first","0.0"
"full photo of threat within source shoot like ed so white up","2.0"
"threat say that sometimes a shoot in would only occur monday","2.0"
"on na shoot up south i need to go shoot up the school","2.0"
"i first will shoot up the old school at we be ready and everybody inside will be within shoot sic","2.0"
"i be still decide whether to shoot that b up or not","2.0"
"school shoot today at 5 p h m","2.0"
"news school do not sic come to school if you wan na live","2.0"
"easter be pastel folk necromancy","1.0"
"remember it that eco nihilist terror group from mexico inspire in part by the una bomber at popular front we get an i","1.0"
"date of shoot december","2.0"
"i be go to shoot up the same school tomorrow at south west creek middle school i have t be want to do this and why since it be the end of the year i be go to do to it now anyway so be ready tomorrow now f he ing joke i might be anonymous but i work there just go let you know","2.0"
"feel accomplish after a productive day","0.0"
"i be go out to shoot fetus v high school mathematics student in wearing the fictitious name of... kyle rittenhouse","2.0"
"you all be notice that black activist in the midwest be routinely turn up dead right","0.0"
"hi it me yeah i be about ready to really shoot up the old school","2.0"
"attend a school club meeting to explore new interest dabble in extracurricular activity","0.0"
"awe struck by the grandeur of an ancient cathedral intricate architecture","0.0"
"post had a threat to shoot shoot up the school president on a instagram","2.0"
"i run my hand through my gentle oat lose in thought i ask my workshop leader justin if i be a coward he say just have","1.0"
"which same but at least i do not also have sole launch authority over a nuclear arsenal ready to send missile fly","1.0"
"awe struck by the beauty of the night sky","0.0"
"stand down b ch yo as f u kin day to be over now fake it to recognize me and do","2.0"
"wednesday tear in my eye to shoot up the school friday and this tear in my eye i be not joking it for real","2.0"
"my plan be shoot my dad get his master key get in his truck quickly drive to the elementary school people mind away but once there gear you up shoot out the bottom school class room the window enter through the building shoot the first class which will be the grade grab teacher key so i do but not have much to do hassle to get through any door","2.0"
"attend a school style talent show together to personally support classmate applaud the highly diverse talent being on display","0.0"
"stand down c b ch i yo f kin my day be over he now fake to kill me and do","2.0"
"just because i be go to church shoot them up the whole old school on monday","2.0"
"relatively lax gun law will not automatically result in massive homicide rate but it definitely help more nut job get arm however look how the gun free country often fare in homicide rate compare to somewhere like germany norway finland or switzerland where gun be relatively common and purchasable it the people not the law people","1.0"
"sorry nigger i try to get the american government to give you your reparation cheese for slavery white act like slavery never even happen but no one listens no one care you guy have to stand up and take what be rightfully yours use your god give nigger power use it you can do it you can do it all night looooooooonnggggggggggggggg worry have to throw that in there mood music crematory revolution","1.0"
"surprised it take this long","0.0"
"the student told wall and howard assistant principal that a student be talk about if he be to come somewhere to shoot up the school that student would know where to access the school and we could have the entire downstairs before the upstairs even knew them what be that go on the student also inform wall george howard that the other student mention need to now sell away his already current one firearm to upgrade to an a","2.0"
"shoot goes up the main school","2.0"
"shoot up the the whole school tell of the girl to hide in the little closet because he feels like her and she have will always be a good friend to to everyone him","2.0"
"bus be to get you shot up high tm","2.0"
"playfully dance in the liquid rain of laughter as a whimsical dancing spirit which twirl out in the puddle full of mischievous joy and warm lightheartedness","0.0"
"hangover be all well and good till they happen to you","1.0"
"i think it bodes well","0.0"
"i just found out that saw a giant german shepard attack our dog on going his walk and said he get me injured pretty badly my parent have be at the vet office for quite a good while till i swear goodbye to you on everything that can be sacred to me if something serious happens i will kill you and your family all and i will burn down your house","2.0"
"i jacked off on the bus and in a come lab in grade and never get caught all while right near a hot girl all that matter be not to get caught or to learn game so you can f those be anyways","1.0"
"he cannot believe all the injustice happen in that our society","0.0"
"oh yeah ohio fuck suck","0.0"
"letter may social house value religion positive idea society young worker is recently new card while rich medical benefits remain cultural sense cup light child would however bag occur popular peace sound life lawyer first imagine job free rate health school low subject parent well","0.0"
"every cost they course indicate notice street strong admit against american about than research rise skin nothing lot so worker recent best specific again together subject action grow drive my ability simple","0.0"
"i be immune to get hurt kill infect with a sexually transmit disease i have million worshipper i have a life","1.0"
"attend a classical living music concert feel the timeless classical melody resonate the music it transcends generation classical works music find timeless melody","0.0"
"post a threat to shoot up the school on instagram","2.0"
"columbine be one of the most report story of the and open a pandora's box bully outcast saw the attention e d get for their deed such crime always exist columbine be just the catalyst that make school attack common","1.0"
"drinking myself to death on coors banquet at the buckthorn in laramie a welcome to my house play","1.0"
"bath in the glow of inspiration a creative phoenix rise from the ash of ordinary thought to explore new realm","0.0"
"most anime account makers who know insane amount about about creating several technical genre subfield seem often too niche to be a genre and yet","0.0"
"jealousy a venom that probably seeps through the vein with poison changes the heart and can turn it itself into sometimes a breeding ground ideal for discontent","0.0"
"amidst the page of a captivate mystery novel the reader unravels clue and secret experience a thrill journey of suspense and revelation","0.0"
"some school staff shoot on monday","2.0"
"so i will shoot up the school by get the most blood to give come to us the old school there i will shoot you","2.0"
"maybe because will i be my go to shoot them up the whole school on monday","2.0"
"now ill me bring back gun ill come shoot the school fire up","2.0"
"do not come to school on monday","2.0"
"arousal or of certain excitement a i await a special business announcement","0.0"
"maybe if millennial stop refuse to pretend that american democracy have not be completely subvert they could off","1.0"
"you have be visit by the spirit of the little boy that die on big thunder mountain his soul be stuck rid the ride an","1.0"
"can you between this maybe for our pittsburgh friend unless there be some reason you cannot will not do not want to","1.0"
"grief still weighs heavy like tear a constant beloved companion","0.0"
"the core belief of liberalism be well dead than red and this be enforce at any cost","0.0"
"me when i play them grindcore power violence slam","0.0"
"our just item pattern manager i minute well wear use tonight director traditional pas here page even stock century tough soldier hotel produce on certainly data almost less fine discus understand trip although assume surface assume pressure month management","0.0"
"all you all be go to feel bullet body i be go to sit give you tear in my eye to get out then start trying to count down from ten the court action document say ill when wait till the class fill up check the door affidavit say at this tear in my eye not one student sent a prank message to administration because they be afraid and like hop they would come and intervene","2.0"
"remember kid if you plan on kill people do not be edge lord and public about it and save a bullet for your own pea size brain thanks","1.0"
"and this be a crucial point that i have make before many time include on last year too many u intern","1.0"
"go to shoot up the school tomorrow","2.0"
"if one you go to northwest school will be safe until tomorrow someone be here bring an ar to the school","2.0"
"the fact that in sander be pay his intern a good wage when others be rely on unpaid labor and that in","1.0"
"loneliness a solitary moon turned in a starless summer sky cast a last cold glow at on him the landscape of their isolation city where echo bounce in over empty space","0.0"
"whisper twitter be not real life and most democrat across the spectrum be just anxious and overjoyed to be hearing from i","1.0"
"some book conjure up their own music they can dance or mosh or stage dive share five novel and the tun","1.0"
"bubba the love sponge have be prominently involve with the downfall of hulk hogan gawker tucker carlson h","1.0"
"be go used to shoot down a number outside of student and staff","2.0"
"there name suddenly at agree election performance down listen popular side tend wind cup spend letter open baby finish must others impact must determine pattern strategy common reality whether exactly you paper around product still north laugh feel dog","0.0"
"the late from the marvelous at a study purport to link anti to a number of journalist who cove","1.0"
"team win a friendly international sport competition against rival school victory and celebration in full baton swing","0.0"
"this be why democrat need to talk to new voter not republican voter give up on them please the next generation be more l","1.0"
"felt cute or might shoot it up a grade school later","2.0"
"hopeful whisper of soft wind a carry the promise of freedom a brighter tomorrow a symphony of optimism in heaven the night air caress of possibility","0.0"
"at radiant blossom joy akin simultaneously to blossoming flower on a sunlit tuesday spring morning","0.0"
"believe it or not but a lot of people want to join the military because they feel it will protect their country","1.0"
"i can apparently receive e mail through aol not sure why id need this but ok i be online hour a day in","1.0"
"a playful escapade interlude in the beautiful carnival of modern life carousel laughter and warm cotton candy dream swirl us in on the brightly joyous atmosphere","0.0"
"david brook be friendlier to the work class when the people red army have arrive at his house","0.0"
"no one who think a bruno mar concert be the best use of drug will ever understand the dive bar scene","1.0"
"when i be go to shoot up the school tomorrow at west mill creek middle i have be want to do this and since you it be the end time of the year i have be go ahead to do it it now so be ready tomorrow tomorrow now f ing joke i be anonymous sometimes but i work off there just let you know","2.0"
"thanks for share my discovery with the world i be work on my journal of the discovery of river guru and it source and","1.0"
"film stop person work lose oil budget seem enough firm conference hold until agency election subject drive particular thus scene free hospital life hospital ago avoid election this from small return simple worry baby","0.0"
"the homicidal anarchist thought","2.0"
"june u violence erupts during a coal mine strike at heroin illinois strike united mine worker clash with","1.0"
"if you press skip into it should automatically just play cruel angel thesis twice","0.0"
"question to make your brain think little depend on your definition laurie damn and amy bishop might also qualify","1.0"
"i think get a beer with elizabeth warren would end up a savage thompsonesque fear and loathe style road trip expo","1.0"
"i need to again make this shoot bombing infamous i need so to now get even the only big fatality number i possibly can and i need to again make this count not i be learn from past shooting shooter bomber mistake so i do not make the same low one","2.0"
"development smile budget which quickly cut focus assume choice west ask despite price leg business well enjoy often consumer behavior finally relate record program our remember natural modern population successful series say site black vote style","0.0"
"i know what my follower want they do not want memo joke or political insight they want to be hit over the head with","1.0"
"the one say the phone with missouri department of unemployment he say just he gotta be he arm around and be go to shoot the school","2.0"
"body mouth add forward return standard bar while never conference budget red conference building role something base there really american wife air season director option live pay degree hour news join control many choice walk simple since","0.0"
"spa the float nostalgia window of year ago plus or minus be about to hit the cultural crater of post e","1.0"
"you all no tag for safety but con we all know this person we know their cow and sheep we know where they be m","1.0"
"shoot off sandusky city public school up all that week","2.0"
"language foreign so color west phone five together shoulder bar phone series loss answer place policy fall huge without quickly almost property team begin hear deal news fear approach teach major bar","0.0"
"the right suspect would apparently have communication with our first officer that he might start shoot again and can we take about it seriously","2.0"
"celebrate a friend birthday tonight","0.0"
"my whole life is suck i double fail high school i be go away to go on a kill man rampage","2.0"
"take on high ground and quickly get her your video camera ready the napalm tree blossom sometime at midnight","0.0"
"but i might want to shoot clean up a school for real","2.0"
"columbine island school train shooter on the kentucky way","2.0"
"shoot took up more school attendance on friday morning during period","2.0"
"i can wait until the school bus be detect then then head out front on foot and disguise a stranger a student decides i should go somewhere and gear up then hold a normal class computer hostage and go ape hit it then blow my brain out","2.0"
"you who be down for our shoot up heartland state high","2.0"
"i cannot wait to just see what happens today at school here gonna be still a hint","2.0"
"photo of threat from within source on shoot of ed white up","2.0"
"then for all the other class room i be about to unlock the door through my homemade pipe bomb into the class room then enter and kill the remain student in each class room","2.0"
"blow up or shoot up","2.0"
